source,policy,scenario,day,residentBand,samples,residentPopulation,marginalCost,foodProduction,foodConsumption,communityLabor,communityContribution,coreLaborReleased,totalEffectiveLabor,dailyNetFood,dailyNetResources,marginalLaborContribution,marginalResourceProduction,cookingCapacity,repairSupport,medicalSupport,defenseRiskReduction,rationNeeded
observed,ALL,,1,0-4,10000,0,1,2.0313,3,0,0,0,2.9254,-0.9687,-10.4111,,,,,,,
observed,ALL,,5,0-4,10000,0.5792,1,1.9315,2.8737,0.0004,0.0011,0.0004,2.4078,-1.5337,-1.7233,,,,,,,
observed,ALL,,10,0-4,10000,0.3227,1,1.1959,1.1592,0.0057,0.014,0.0056,2.9778,0.0165,-2.1921,,,,,,,
observed,ALL,,15,0-4,10000,0.2547,1,0.8643,0.8537,0.0086,0.0195,0.0079,2.43,-0.0047,-0.3643,,,,,,,
observed,ALL,,20,0-4,10000,0.1073,1,0.745,0.7402,0.009,0.0198,0.0081,1.9555,-0.0089,-1.2195,,,,,,,
observed,ALL,,25,0-4,10000,0.1241,1,0.3265,0.3115,0.0039,0.0091,0.0028,1.126,0.0069,-0.7547,,,,,,,
observed,ALL,,30,0-4,10000,0.0552,1,0,0,0,0,0,0,0,0,,,,,,,
observed,NATURAL,,1,0-4,3574,0,1,2.0392,3,0,0,0,2.7913,-0.9608,-10.6725,,,,,,,
observed,NATURAL,,5,0-4,3574,0.5137,1,1.8811,2.7913,0.0007,0.0017,0.0007,2.2849,-1.5232,-1.2024,,,,,,,
observed,NATURAL,,10,0-4,3574,0.2767,1,1.2401,1.1872,0.0059,0.0145,0.0059,2.7645,0.0112,-2.0393,,,,,,,
observed,NATURAL,,15,0-4,3574,0.2331,1,0.8612,0.8302,0.0076,0.0173,0.0068,2.3666,0.0067,-0.4461,,,,,,,
observed,NATURAL,,20,0-4,3574,0.099,1,0.7501,0.7196,0.0102,0.0225,0.009,2.0533,0.014,-1.0232,,,,,,,
observed,NATURAL,,25,0-4,3574,0.1038,1,0.5039,0.4933,0.0032,0.0077,0.0027,1.3532,0.0006,-0.694,,,,,,,
observed,NATURAL,,30,0-4,3574,0.0501,1,0,0,0,0,0,0,0,0,,,,,,,
observed,exploration-greedy,,1,0-4,715,0,1,3.3161,3,0,0,0,3,0.3161,-13.004,,,,,,,
observed,exploration-greedy,,5,0-4,715,0.6769,1,2.4308,3.3175,0.0025,0.0063,0.0025,2.0571,-1.642,-1.2581,,,,,,,
observed,exploration-greedy,,10,0-4,715,0.242,1,0.5273,0.572,0.0064,0.0161,0.0064,2.1407,-0.0503,-3.342,,,,,,,
observed,exploration-greedy,,15,0-4,715,0.1455,1,0.3231,0.3035,0.0028,0.007,0.0022,1.028,0.0168,0.1274,,,,,,,
observed,exploration-greedy,,20,0-4,715,0.0476,1,0.2266,0.2014,0.003,0.0066,0.0024,0.5694,0.0182,-1.1628,,,,,,,
observed,exploration-greedy,,25,0-4,715,0.0545,1,0.0587,0.049,0.0004,0.0011,0.0004,0.1795,0.007,-0.3194,,,,,,,
observed,exploration-greedy,,30,0-4,715,0.0084,1,0,0,0,0,0,0,0,0,,,,,,,
observed,principle-greedy:await-aid,,1,0-4,714,0,1,0.986,3,0,0,0,3,-2.014,-11.609,,,,,,,
observed,principle-greedy:await-aid,,5,0-4,714,0.5938,1,2.0056,2.8697,0.0003,0.0007,0.0003,2.4751,-1.3838,-1.5014,,,,,,,
observed,principle-greedy:await-aid,,10,0-4,714,0.3193,1,1.1387,1.1022,0.0056,0.014,0.0056,3.1232,0.0266,-1.9606,,,,,,,
observed,principle-greedy:await-aid,,15,0-4,714,0.2269,1,0.8333,0.8599,0.0098,0.0218,0.0092,2.5378,-0.0308,-0.4143,,,,,,,
observed,principle-greedy:await-aid,,20,0-4,714,0.1078,1,0.7731,0.7829,0.0097,0.0207,0.0091,1.9593,-0.0182,-1.3233,,,,,,,
observed,principle-greedy:await-aid,,25,0-4,714,0.1471,1,0.2535,0.2115,0.006,0.0124,0.0037,1.0284,0.0392,-0.5049,,,,,,,
observed,principle-greedy:await-aid,,30,0-4,714,0.0476,1,0,0,0,0,0,0,0,0,,,,,,,
observed,principle-greedy:community-shares-risk,,1,0-4,714,0,1,0.986,3,0,0,0,3,-2.014,-11.609,,,,,,,
observed,principle-greedy:community-shares-risk,,5,0-4,714,0.5924,1,2.014,2.8417,0.0003,0.0007,0.0003,2.4933,-1.3473,-1.8776,,,,,,,
observed,principle-greedy:community-shares-risk,,10,0-4,714,0.3501,1,1.2325,1.2017,0.0053,0.0133,0.0053,3.0613,0.021,-2.2089,,,,,,,
observed,principle-greedy:community-shares-risk,,15,0-4,714,0.2661,1,0.8627,0.8824,0.0079,0.0176,0.0071,2.3385,-0.0336,-0.6672,,,,,,,
observed,principle-greedy:community-shares-risk,,20,0-4,714,0.091,1,0.6457,0.6457,0.0063,0.0134,0.0057,1.5497,-0.0182,-1.3876,,,,,,,
observed,principle-greedy:community-shares-risk,,25,0-4,714,0.1134,1,0.1513,0.1429,0.0027,0.0069,0.0016,0.5896,-0.0028,-0.4119,,,,,,,
observed,principle-greedy:community-shares-risk,,30,0-4,714,0.0266,1,0,0,0,0,0,0,0,0,,,,,,,
observed,principle-greedy:core-leads,,1,0-4,714,0,1,0.986,3,0,0,0,3,-2.014,-11.609,,,,,,,
observed,principle-greedy:core-leads,,5,0-4,714,0.5672,1,2.1765,2.909,0.0003,0.0007,0.0003,2.4513,-1.3025,-1.7619,,,,,,,
observed,principle-greedy:core-leads,,10,0-4,714,0.3305,1,1.063,1.1092,0.0048,0.0119,0.0048,3.0734,-0.0546,-2.2151,,,,,,,
observed,principle-greedy:core-leads,,15,0-4,714,0.2633,1,0.8011,0.8249,0.0067,0.0168,0.0056,2.5123,-0.0336,-0.388,,,,,,,
observed,principle-greedy:core-leads,,20,0-4,714,0.1148,1,0.7703,0.7689,0.0055,0.013,0.0053,2.1008,-0.0126,-1.3899,,,,,,,
observed,principle-greedy:core-leads,,25,0-4,714,0.1541,1,0.2647,0.2409,0.0025,0.0063,0.0017,1.2014,0.014,-0.7393,,,,,,,
