policy,day,averageFood,medianFood,foodP10,foodP25,foodP75,foodP90,averagePopulation,medianPopulation,populationP10,populationP90,averageResidentPopulation,residentMedian,residentP10,residentP90,averageHealthySurvivors,injuryRate,missingRate,deathRate,averageProduction,productionMedian,averageConsumption,consumptionMedian,averageCommunityLabor,communityLaborMedian,averageExplorationProgress,failureProbability,averageDailyNetFood,averageDailyNetResources
ALL,1,11.0313,11,9,9,14,16,3,3,3,3,0,0,0,0,2.471,0.529,0,0,0.047,0,3,3,0,0,0.0613,0,-0.9687,-10.4111
ALL,2,7.9704,7,5,6,10,12,3.0001,3,3,3,0.0001,0,0,0,1.9426,1.0574,0,0,2.5199,0,3.0001,3,0,0,0.1224,0,-3.0609,-7.2901
ALL,3,5.6205,4,2,3,8,10,3.0076,3,3,3,0.0076,0,0,0,1.5831,1.4169,0,0,4.6817,0,3.0076,3,0,0,0.1624,0,-2.3499,-2.396
ALL,4,3.9676,3,0,1,6,9,3.3257,3,3,4,0.3257,0,0,1,1.34,1.66,0,0,3.9628,3.2,3.2536,3,0,0,0.2315,0,-1.6529,-2.3863
ALL,5,2.4339,1,0,0,4,7,3.5792,4,3,4,0.5792,1,0,1,1.0162,1.9838,0,0,3.7378,2.2,2.8737,3,0.0004,0,0.2726,0,-1.5337,-1.7233
ALL,6,0.6036,0,0,0,0,2,4.5291,5,4,5,0.5813,1,0,1,1.627,2.3208,0.0214,0.0308,7.208,3.2,2.0235,1,0.0021,0,0.3465,0,-1.8303,3.2204
ALL,7,0.4136,0,0,0,0,2,4.4721,5,4,5,0.6256,1,0,1,1.4016,2.4449,0.051,0.1025,4.3252,2.2,1.7583,1,0.0024,0,0.3706,0.0006,-0.19,-0.3254
ALL,8,0.0785,0,0,0,0,0,4.3063,4,3,5,0.6023,1,0,1,1.178,2.526,0.1003,0.1957,3.0244,0,1.0868,1,0.0041,0,0.4391,0.0027,-0.3351,-0.755
ALL,9,0.1185,0,0,0,0,0,4.0738,4,2,5,0.5873,1,0,1,1.0601,2.4264,0.1941,0.3194,3.0842,0,1.0923,0,0.0042,0,0.4587,0.026,0.04,-1.7394
ALL,10,0.135,0,0,0,0,0,3.4914,4,1,5,0.3227,0,0,1,1.1038,2.0649,0.336,0.4953,3.3403,0,1.1592,0,0.0057,0,0.4655,0.0739,0.0165,-2.1921
ALL,11,0.0793,0,0,0,0,0,3.1507,4,1,5,0.3049,0,0,1,0.9708,1.875,0.5263,0.6279,5.1859,0,0.743,0,0.0046,0,0.4924,0.1216,-0.0557,2.2588
ALL,12,0.1134,0,0,0,0,0,3.8276,4,1,6,0.3008,0,0,1,1.1448,2.382,0.73,0.7432,4.9016,3.2,1.2146,0,0.0051,0,0.5102,0.0063,0.0341,1.5461
ALL,13,0.1139,0,0,0,0,0,3.3965,4,1,6,0.2875,0,0,1,0.9934,2.1156,0.9926,0.8984,3.5183,0,1.1843,0,0.0062,0,0.518,0.1183,0.0005,-0.0784
ALL,14,0.0906,0,0,0,0,0,3.0098,3,0,6,0.272,0,0,1,0.9396,1.7982,1.1909,1.0713,3.0692,0,0.9255,0,0.0078,0,0.5298,0.2403,-0.0233,-0.1517
ALL,15,0.0859,0,0,0,0,0,2.6817,3,0,5,0.2547,0,0,1,0.8729,1.5541,1.3711,1.2019,2.5181,0,0.8537,0,0.0086,0,0.536,0.3311,-0.0047,-0.3643
ALL,16,0.0866,0,0,0,0,0,2.3999,2,0,5,0.2388,0,0,1,0.808,1.3531,1.5425,1.2964,2.1847,0,0.7885,0,0.0083,0,0.5407,0.3982,0.0007,-0.4214
ALL,17,0.0703,0,0,0,0,0,2.1446,1,0,5,0.2259,0,0,1,0.7242,1.1945,1.7024,1.3789,1.9986,0,0.6867,0,0.0087,0,0.5455,0.4604,-0.0163,-0.2591
ALL,18,0.1044,0,0,0,0,0,2.8814,2,1,6,0.2159,0,0,1,1.1708,1.4947,1.8978,1.4367,3.6996,0,0.9813,0,0.0091,0,0.5604,0.068,0.0341,1.1265
ALL,19,0.1095,0,0,0,0,0,2.4763,1,0,6,0.2048,0,0,1,0.9443,1.3272,2.1902,1.5383,2.6664,0,0.8834,0,0.0092,0,0.569,0.2959,0.0051,-0.0994
ALL,20,0.1006,0,0,0,0,0,2.0235,1,0,6,0.1073,0,0,0,0.8407,1.0755,2.3258,1.758,1.795,0,0.7402,0,0.009,0,0.5719,0.509,-0.0089,-1.2195
ALL,21,0.0677,0,0,0,0,0,1.7985,0,0,6,0.0969,0,0,0,0.7107,0.9909,2.4626,1.8358,1.804,0,0.5846,0,0.0046,0,0.5981,0.5799,-0.0329,-0.1417
ALL,22,0.0629,0,0,0,0,0,1.6406,0,0,6,0.1077,0,0,0,0.6486,0.8843,2.5858,1.8813,1.6973,0,0.4785,0,0.0039,0,0.6095,0.62,-0.0048,-0.3727
ALL,23,0.065,0,0,0,0,0,1.5118,0,0,6,0.1346,0,0,1,0.6006,0.7766,2.6943,1.9285,1.7209,0,0.5133,0,0.0037,0,0.6145,0.6559,0.0021,0.0744
ALL,24,0.0305,0,0,0,0,0,1.3368,0,0,5,0.1194,0,0,1,0.5606,0.6568,2.827,1.9556,1.9114,0,0.1972,0,0.0048,0,0.6308,0.6855,-0.0345,0.6618
ALL,25,0.0374,0,0,0,0,0,1.2024,0,0,5,0.1241,0,0,1,0.5215,0.5568,2.936,1.9857,1.1662,0,0.3115,0,0.0039,0,0.6374,0.7169,0.0069,-0.7547
ALL,26,0.0403,0,0,0,0,0,1.1039,0,0,5,0.1373,0,0,1,0.4736,0.493,3.0296,2.0038,1.1532,0,0.3763,0,0.0045,0,0.6405,0.7436,0.0029,-0.3221
ALL,27,0.0451,0,0,0,0,0,1.0212,0,0,5,0.1506,0,0,1,0.4356,0.435,3.1098,2.0196,1.0302,0,0.3519,0,0.0069,0,0.6424,0.7692,0.0048,-0.1923
ALL,28,0.0462,0,0,0,0,0,0.9446,0,0,5,0.1596,0,0,1,0.3997,0.3853,3.1797,2.0353,0.9356,0,0.3485,0,0.0087,0,0.6437,0.7905,0.0011,-0.1676
ALL,29,0.0495,0,0,0,0,0,0.8163,0,0,4,0.0552,0,0,0,0.4388,0.3223,3.1989,2.04,0.8212,0,0.3317,0,0.0117,0,0.6449,0.7952,0.0033,-1.9642
ALL,30,0.0495,0,0,0,0,0,0.8163,0,0,4,0.0552,0,0,0,0.4388,0.3223,3.1989,2.04,0,0,0,0,0,0,0.6449,0.7952,0,0
NATURAL,1,11.0392,11,9,9,14,14,3,3,3,3,0,0,0,0,2.4589,0.5411,0,0,0.1315,0,3,3,0,0,0.0619,0,-0.9608,-10.6725
NATURAL,2,8.0277,7,5,6,10,12,3.0003,3,3,3,0.0003,0,0,0,1.974,1.026,0,0,2.4145,0,3.0003,3,0,0,0.1185,0,-3.0115,-7.5111
NATURAL,3,5.7515,5,2,3,8,11,3.009,3,3,3,0.009,0,0,0,1.5641,1.4359,0,0,5.1617,3.2,3.009,3,0,0,0.1518,0,-2.2762,-1.4759
NATURAL,4,4.0104,3,0,1,6,9,3.3013,3,3,4,0.3013,0,0,1,1.3061,1.6939,0,0,3.6938,3.2,3.1855,3,0,0,0.2179,0,-1.7412,-2.0453
NATURAL,5,2.4871,1,0,0,4,7,3.5137,4,3,4,0.5137,1,0,1,0.9908,2.0092,0,0,3.8552,2.2,2.7913,3,0.0007,0,0.2562,0,-1.5232,-1.2024
NATURAL,6,0.8246,0,0,0,0,3,4.4947,5,4,5,0.5646,1,0,1,1.6771,2.2529,0.0187,0.0512,6.3769,3.2,2.3542,2,0.0018,0,0.3181,0,-1.6626,2.037
NATURAL,7,0.4874,0,0,0,0,2,4.3802,4,3,5,0.5873,1,0,1,1.4502,2.3428,0.0554,0.1517,4.3613,0,1.8677,1,0.0027,0,0.3374,0.0003,-0.3372,-0.3836
NATURAL,8,0.1489,0,0,0,0,0,4.2174,4,3,5,0.5708,1,0,1,1.2694,2.3772,0.1203,0.2331,3.1023,0,1.3696,1,0.004,0,0.3879,0.0036,-0.3386,-1.0578
NATURAL,9,0.1192,0,0,0,0,0,3.9541,4,2,5,0.5431,1,0,1,1.157,2.2541,0.2266,0.3623,3.0819,0,1.211,0,0.0046,0,0.4047,0.0274,-0.0297,-1.3417
NATURAL,10,0.1304,0,0,0,0,0,3.3783,4,1,5,0.2767,0,0,1,1.1766,1.925,0.3747,0.5238,3.1909,0,1.1872,0,0.0059,0,0.413,0.068,0.0112,-2.0393
NATURAL,11,0.1175,0,0,0,0,0,3.0355,4,1,5,0.2611,0,0,1,1.0602,1.7143,0.5683,0.6572,4.5624,0,0.866,0,0.0041,0,0.4412,0.1184,-0.0129,1.3268
NATURAL,12,0.1024,0,0,0,0,0,3.7311,4,1,6,0.2608,0,0,1,1.2745,2.1959,0.7476,0.782,4.6111,0,1.1819,0,0.0042,0,0.4632,0.0042,-0.0151,1.3766
NATURAL,13,0.1021,0,0,0,0,0,3.3187,4,1,6,0.2518,0,0,1,1.0976,1.9692,1.0011,0.932,3.3733,0,1.1421,0,0.0051,0,0.4725,0.1167,-0.0003,-0.2177
NATURAL,14,0.0655,0,0,0,0,0,2.9446,3,0,6,0.2423,0,0,1,1.0173,1.6849,1.2006,1.0971,2.8494,0,0.8067,0,0.0071,0,0.4886,0.2415,-0.0367,-0.358
NATURAL,15,0.0722,0,0,0,0,0,2.6606,3,0,5,0.2331,0,0,1,0.9485,1.479,1.3705,1.202,2.4341,0,0.8302,0,0.0076,0,0.4954,0.3237,0.0067,-0.4461
NATURAL,16,0.0562,0,0,0,0,0,2.4177,2,0,5,0.225,0,0,1,0.8962,1.2966,1.5277,1.2795,2.1353,0,0.7851,0,0.0079,0,0.501,0.3878,-0.0159,-0.4825
NATURAL,17,0.0501,0,0,0,0,0,2.1894,1,0,5,0.2163,0,0,1,0.8416,1.1315,1.6802,1.3467,2.1144,0,0.6791,0,0.0087,0,0.5074,0.4471,-0.0062,-0.1708
NATURAL,18,0.0775,0,0,0,0,0,2.8926,2,0,6,0.2121,0,0,1,1.3528,1.3276,1.9197,1.3998,3.6505,0,0.8612,0,0.0095,0,0.5312,0.1158,0.0274,1.1805
NATURAL,19,0.0887,0,0,0,0,0,2.507,1,0,6,0.2054,0,0,1,1.1105,1.1911,2.2194,1.479,2.7177,0,0.8002,0,0.0102,0,0.5422,0.3383,0.0112,0.0314
NATURAL,20,0.1027,0,0,0,0,0,2.1189,1,0,6,0.099,0,0,0,0.9947,1.0252,2.3573,1.6228,1.8407,0,0.7196,0,0.0102,0,0.5457,0.4868,0.014,-1.0232
NATURAL,21,0.0887,0,0,0,0,0,1.9267,0,0,6,0.0923,0,0,0,0.8679,0.9664,2.4773,1.6883,1.7202,0,0.6925,0,0.0055,0,0.5613,0.5588,-0.014,-0.6291
NATURAL,22,0.0876,0,0,0,0,0,1.7868,0,0,6,0.0965,0,0,0,0.8234,0.8668,2.5834,1.7264,1.7229,0,0.6139,0,0.0049,0,0.5681,0.6002,-0.0011,-0.3805
NATURAL,23,0.0789,0,0,0,0,0,1.6774,0,0,6,0.1111,0,0,0,0.7927,0.7736,2.669,1.7647,1.5902,0,0.5949,0,0.0043,0,0.571,0.6312,-0.0087,-0.1686
NATURAL,24,0.0588,0,0,0,0,0,1.5453,0,0,6,0.0993,0,0,0,0.7518,0.6942,2.7686,1.7854,1.7852,0,0.439,0,0.0052,0,0.5806,0.6575,-0.0201,0.3285
NATURAL,25,0.0593,0,0,0,0,0,1.4432,0,0,6,0.1038,0,0,0,0.718,0.6214,2.8528,1.8078,1.1955,0,0.4933,0,0.0032,0,0.5844,0.683,0.0006,-0.694
NATURAL,26,0.0613,0,0,0,0,0,1.3651,0,0,6,0.1122,0,0,0,0.6651,0.5879,2.9264,1.8206,1.3371,0,0.5243,0,0.0043,0,0.5869,0.7054,0.002,-0.2136
NATURAL,27,0.0635,0,0,0,0,0,1.2955,0,0,5,0.1164,0,0,0,0.6346,0.5445,2.9908,1.8302,1.1713,0,0.4709,0,0.0075,0,0.5886,0.7238,0.0022,-0.2077
NATURAL,28,0.0616,0,0,0,0,0,1.2224,0,0,5,0.1203,0,0,0,0.5949,0.5073,3.0537,1.8442,1.0858,0,0.4636,0,0.0087,0,0.59,0.7389,-0.002,-0.2372
NATURAL,29,0.0686,0,0,0,0,0,1.1279,0,0,5,0.0501,0,0,0,0.6237,0.4541,3.0727,1.8495,1.0298,0,0.4312,0,0.0117,0,0.5916,0.7429,0.007,-1.4691
NATURAL,30,0.0686,0,0,0,0,0,1.1279,0,0,5,0.0501,0,0,0,0.6237,0.4541,3.0727,1.8495,0,0,0,0,0,0,0.5916,0.7429,0,0
exploration-greedy,1,12.3161,11,9,11,14,16,3,3,3,3,0,0,0,0,2.1399,0.8601,0,0,0,0,3,3,0,0,0.1,0,0.3161,-13.004
exploration-greedy,2,9.635,9,7,8,12,13,3,3,3,3,0,0,0,0,1.6098,1.3902,0,0,3.9099,0,3,3,0,0,0.194,0,-2.6811,-4.46
exploration-greedy,3,8.014,7,4,5,11,13,3.0224,3,3,3,0.0224,0,0,0,1.1245,1.8755,0,0,7.0792,5.2,3.0224,3,0,0,0.1997,0,-1.621,0.0562
exploration-greedy,4,6.151,5,1,3,9,13,3.6769,4,3,4,0.6769,1,0,1,0.7888,2.2112,0,0,3.887,3.2,3.6755,4,0,0,0.2931,0,-1.8629,-2.563
exploration-greedy,5,4.5091,4,0,1,7,11,3.6769,4,3,4,0.6769,1,0,1,0.5245,2.4755,0,0,4.2366,3.2,3.3175,4,0.0025,0,0.2994,0,-1.642,-1.2581
exploration-greedy,6,1.5315,0,0,0,2,6,4.5189,5,4,5,0.628,1,0,1,1.0434,2.8476,0.0196,0.0895,8.7799,11.2,2.8406,4,0.0039,0,0.3938,0,-2.9776,4.34
exploration-greedy,7,1.151,0,0,0,1.5,4,4.2587,4,3,5,0.6042,1,0,1,0.6895,2.965,0.0713,0.2741,5.7077,4.2,2.4741,3,0.0036,0,0.3999,0.0014,-0.3804,1.1479
exploration-greedy,8,0.249,0,0,0,0,0,3.9832,4,2,5,0.5706,1,0,1,0.4112,3.0014,0.1748,0.4126,2.9843,0,1.414,1,0.0053,0,0.4842,0.0042,-0.9021,-0.8893
exploration-greedy,9,0.0937,0,0,0,0,0,3.5259,4,1,5,0.5189,0,0,1,0.2727,2.7343,0.3287,0.6643,2.4646,0,0.8196,0,0.0048,0,0.4927,0.0545,-0.1552,-2.639
exploration-greedy,10,0.0434,0,0,0,0,0,2.7203,3,0,5,0.242,0,0,1,0.3734,2.1049,0.4993,1.0224,2.0308,0,0.572,0,0.0064,0,0.4948,0.1385,-0.0503,-3.342
exploration-greedy,11,0.0014,0,0,0,0,0,2.1664,2,0,4,0.2126,0,0,1,0.2462,1.7077,0.7413,1.3049,3.5432,0,0.042,0,0.0028,0,0.5499,0.2406,-0.042,1.5129
exploration-greedy,12,0.0196,0,0,0,0,0,2.6965,2,1,5,0.2042,0,0,1,0.2853,2.207,0.9091,1.5986,5.3899,0,0.5007,0,0.0025,0,0.5936,0.0042,0.0182,3.4723
exploration-greedy,13,0.0531,0,0,0,0,0,2.1287,1,0,5,0.186,0,0,1,0.221,1.7217,1.1608,1.8965,2.6503,0,0.5902,0,0.0028,0,0.5978,0.2028,0.0336,-0.4034
exploration-greedy,14,0.007,0,0,0,0,0,1.5818,1,0,5,0.1594,0,0,1,0.1846,1.2378,1.3189,2.2587,2.0015,0,0.0448,0,0.0031,0,0.6324,0.4881,-0.0462,-0.5612
exploration-greedy,15,0.0238,0,0,0,0,0,1.2951,0,0,4,0.1455,0,0,1,0.151,0.9986,1.4042,2.4462,1.5648,0,0.3035,0,0.0028,0,0.6366,0.6126,0.0168,0.1274
exploration-greedy,16,0.0084,0,0,0,0,0,1.0643,0,0,4,0.1245,0,0,1,0.1413,0.7986,1.4979,2.5622,1.1081,0,0.2531,0,0.0028,0,0.6379,0.6811,-0.0154,-0.4204
exploration-greedy,17,0.0056,0,0,0,0,0,0.8392,0,0,3,0.1119,0,0,0,0.1259,0.6014,1.6364,2.6364,1.5698,0,0.0895,0,0.0036,0,0.6522,0.7329,-0.0028,0.5146
exploration-greedy,18,0.0322,0,0,0,0,0,1.2378,1,0,4,0.1063,0,0,0,0.3287,0.8028,2.1636,2.7049,4.5996,0,0.2909,0,0.0038,0,0.7213,0.4406,0.0266,3.4699
exploration-greedy,19,0.0294,0,0,0,0,0,0.8783,0,0,3,0.1035,0,0,0,0.1832,0.5916,2.4182,2.807,2.0651,0,0.2825,0,0.0036,0,0.7387,0.6909,-0.0028,0.6012
exploration-greedy,20,0.0476,0,0,0,0,0,0.6559,0,0,3,0.0476,0,0,0,0.1469,0.4615,2.4755,2.9161,0.7144,0,0.2014,0,0.003,0,0.7401,0.779,0.0182,-1.1628
exploration-greedy,21,0.021,0,0,0,0,0,0.5119,0,0,2,0.0392,0,0,0,0.1007,0.372,2.5315,2.9958,0.4582,0,0.1259,0,0.0019,0,0.7522,0.8448,-0.0266,-0.2261
exploration-greedy,22,0.0126,0,0,0,0,0,0.421,0,0,1,0.0462,0,0,0,0.0783,0.2965,2.5944,3.0308,0.2501,0,0.0923,0,0.0019,0,0.7538,0.8755,-0.0084,-0.3994
exploration-greedy,23,0.0126,0,0,0,0,0,0.3483,0,0,1,0.0545,0,0,0,0.0545,0.2392,2.649,3.0573,0.355,0,0.0937,0,0.0023,0,0.7541,0.8965,0,-0.2743
exploration-greedy,24,0.0042,0,0,0,0,0,0.2713,0,0,1,0.0462,0,0,0,0.049,0.1762,2.7007,3.0741,0.4694,0,0.0084,0,0.0021,0,0.7608,0.9119,-0.0084,-0.022
exploration-greedy,25,0.0112,0,0,0,0,0,0.2154,0,0,0,0.0545,0,0,0,0.0406,0.1203,2.7427,3.0965,0.2106,0,0.049,0,0.0004,0,0.7614,0.9329,0.007,-0.3194
exploration-greedy,26,0.0042,0,0,0,0,0,0.1692,0,0,0,0.0517,0,0,0,0.0252,0.0923,2.7762,3.1063,0.1989,0,0.042,0,0.001,0,0.7618,0.9538,-0.007,-0.1997
exploration-greedy,27,0.014,0,0,0,0,0,0.1455,0,0,0,0.0559,0,0,0,0.0154,0.0741,2.8,3.1105,0.1743,0,0.035,0,0.0028,0,0.7618,0.9664,0.0098,-0.1161
exploration-greedy,28,0.0098,0,0,0,0,0,0.1189,0,0,0,0.0517,0,0,0,0.0084,0.0587,2.8154,3.1175,0.0271,0,0.0196,0,0.0031,0,0.7618,0.972,-0.0042,-0.1964
exploration-greedy,29,0.0056,0,0,0,0,0,0.0685,0,0,0,0.0084,0,0,0,0.0056,0.0545,2.8224,3.1175,0.0806,0,0.014,0,0.005,0,0.762,0.972,-0.0042,-3.4186
exploration-greedy,30,0.0056,0,0,0,0,0,0.0685,0,0,0,0.0084,0,0,0,0.0056,0.0545,2.8224,3.1175,0,0,0,0,0,0,0.762,0.972,0,0
principle-greedy:await-aid,1,9.986,9,9,9,9,14,3,3,3,3,0,0,0,0,2.7633,0.2367,0,0,0,0,3,3,0,0,0.0291,0,-2.014,-11.609
principle-greedy:await-aid,2,6.8403,6,5,5,7,10,3,3,3,3,0,0,0,0,2.1275,0.8725,0,0,2.2555,0,3,3,0,0,0.0929,0,-3.1457,-7.5593
principle-greedy:await-aid,3,4.7437,4,2,3,6.75,9,3.0028,3,3,3,0.0028,0,0,0,1.7283,1.2717,0,0,4.5583,3.2,3.0028,3,0,0,0.1515,0,-2.0966,-2.3301
principle-greedy:await-aid,4,3.521,3,0,1,5,7,3.2563,3,3,4,0.2563,0,0,1,1.4776,1.5224,0,0,4.1681,3.2,3.1849,3,0,0,0.2265,0,-1.2227,-2.2552
principle-greedy:await-aid,5,2.1373,1,0,0,4,6,3.5938,4,3,4,0.5938,1,0,1,1.0812,1.9188,0,0,3.9639,2.2,2.8697,3,0.0003,0,0.2789,0,-1.3838,-1.5014
principle-greedy:await-aid,6,0.381,0,0,0,0,1,4.5294,5,4,5,0.5756,1,0,1,1.6457,2.3081,0.0308,0.0154,7.902,10.2,1.6821,1,0.0022,0,0.3609,0,-1.7563,4.3608
principle-greedy:await-aid,7,0.3824,0,0,0,0,2,4.5182,5,4,5,0.6555,1,0,1,1.4272,2.4356,0.0616,0.0756,4.7644,3.2,1.7395,1,0.0022,0,0.3875,0.0014,0.0014,0.0838
principle-greedy:await-aid,8,0.0322,0,0,0,0,0,4.3571,5,3,5,0.6317,1,0,1,1.1639,2.5616,0.0994,0.1751,2.8602,0,0.944,1,0.0042,0,0.4662,0.0056,-0.3501,-0.7926
principle-greedy:await-aid,9,0.1204,0,0,0,0,0,4.1527,4,3,5,0.6331,1,0,1,1.0448,2.4748,0.1681,0.3123,2.83,0,1.014,0,0.0039,0,0.4881,0.0308,0.0882,-2.2166
principle-greedy:await-aid,10,0.1471,0,0,0,0,0,3.5322,4,1,5,0.3193,0,0,1,1.112,2.1008,0.2983,0.4888,3.309,0,1.1022,0,0.0056,0,0.4948,0.077,0.0266,-1.9606
principle-greedy:await-aid,11,0.0504,0,0,0,0,0,3.2325,4,1,5,0.3025,0,0,1,0.9664,1.9636,0.451,0.619,5.4277,0,0.7367,0,0.0035,0,0.5183,0.1134,-0.0966,2.7723
principle-greedy:await-aid,12,0.1064,0,0,0,0,0,3.923,4,1,6,0.3081,0,0,1,1.1106,2.5042,0.6723,0.7129,4.5319,0,1.1933,0,0.0065,0,0.5326,0.0056,0.056,1.2201
principle-greedy:await-aid,13,0.1162,0,0,0,0,0,3.4734,4,1,6,0.2815,0,0,1,0.9538,2.2381,0.9272,0.881,3.5821,0,1.2101,0,0.0079,0,0.5392,0.112,0.0098,0.2211
principle-greedy:await-aid,14,0.1106,0,0,0,0,0,3.0868,4,0,5,0.2605,0,0,1,0.937,1.8894,1.1064,1.0672,3.3066,0,1.042,0,0.0093,0,0.5472,0.2325,-0.0056,0.1332
principle-greedy:await-aid,15,0.0798,0,0,0,0,0,2.7171,3,0,5,0.2269,0,0,1,0.8754,1.6148,1.2871,1.2227,2.4897,0,0.8599,0,0.0098,0,0.5527,0.3277,-0.0308,-0.4143
principle-greedy:await-aid,16,0.1106,0,0,0,0,0,2.4006,2,0,5,0.2087,0,0,1,0.8319,1.3599,1.4748,1.3333,2.1744,0,0.8053,0,0.0089,0,0.5564,0.3908,0.0308,-0.5076
principle-greedy:await-aid,17,0.098,0,0,0,0,0,2.1723,1,0,5,0.2059,0,0,1,0.7241,1.2423,1.6317,1.402,2.1439,0,0.6947,0,0.0102,0,0.5618,0.4454,-0.0126,-0.0477
principle-greedy:await-aid,18,0.1429,0,0,0,0,0,2.9118,2,1,6,0.1947,0,0,1,1.1471,1.57,1.8123,1.4706,3.3164,0,1.063,0,0.0126,0,0.5717,0.0476,0.0448,0.6831
principle-greedy:await-aid,19,0.1106,0,0,0,0,0,2.5112,1,0,6,0.1877,0,0,1,0.9216,1.402,2.0868,1.5896,2.4938,0,0.9286,0,0.0116,0,0.58,0.2675,-0.0322,-0.4103
principle-greedy:await-aid,20,0.0924,0,0,0,0,0,2.0574,1,0,6,0.1078,0,0,0,0.8263,1.1232,2.2017,1.8487,1.8722,0,0.7829,0,0.0097,0,0.5828,0.507,-0.0182,-1.3233
principle-greedy:await-aid,21,0.0476,0,0,0,0,0,1.8081,0,0,5,0.1036,0,0,0,0.6933,1.0112,2.3655,1.93,1.9972,0,0.556,0,0.0054,0,0.6171,0.5826,-0.0448,0.239
principle-greedy:await-aid,22,0.0462,0,0,0,0,0,1.6485,0,0,5,0.1246,0,0,1,0.591,0.9328,2.5014,1.9748,1.6941,0,0.4846,0,0.0054,0,0.6321,0.6148,-0.0014,-0.583
principle-greedy:await-aid,23,0.0714,0,0,0,0,0,1.5014,0,0,5,0.1499,0,0,1,0.5238,0.8277,2.6331,2.0154,2.1192,0,0.4902,0,0.0051,0,0.6391,0.6429,0.0252,0.3248
principle-greedy:await-aid,24,0.0056,0,0,0,0,0,1.2619,0,0,5,0.1345,0,0,1,0.4846,0.6429,2.8235,2.049,1.9776,0,0.0868,0,0.0068,0,0.6609,0.6751,-0.0658,0.7284
principle-greedy:await-aid,25,0.0448,0,0,0,0,0,1.0938,0,0,4,0.1471,0,0,1,0.4146,0.5322,2.9692,2.084,1.3528,0,0.2115,0,0.006,0,0.6702,0.7213,0.0392,-0.5049
principle-greedy:await-aid,26,0.0616,0,0,0,0,0,0.9832,0,0,4,0.1639,0,0,1,0.3655,0.4538,3.0826,2.098,1.1954,0,0.3081,0,0.007,0,0.6749,0.7507,0.0168,-0.3647
principle-greedy:await-aid,27,0.0518,0,0,0,0,0,0.8908,0,0,4,0.1821,0,0,1,0.3193,0.3894,3.1723,2.119,0.8154,0,0.3123,0,0.0086,0,0.6766,0.7829,-0.0098,-0.5155
principle-greedy:await-aid,28,0.0406,0,0,0,0,0,0.7927,0,0,4,0.1807,0,0,1,0.3011,0.3109,3.2437,2.1443,0.883,0,0.3039,0,0.0087,0,0.6773,0.8165,-0.0112,-0.1056
principle-greedy:await-aid,29,0.0378,0,0,0,0,0,0.6373,0,0,3,0.0476,0,0,0,0.3431,0.2465,3.2633,2.1471,0.771,0,0.2955,0,0.0107,0,0.6784,0.8221,-0.0028,-2.4083
principle-greedy:await-aid,30,0.0378,0,0,0,0,0,0.6373,0,0,3,0.0476,0,0,0,0.3431,0.2465,3.2633,2.1471,0,0,0,0,0,0,0.6784,0.8221,0,0
principle-greedy:community-shares-risk,1,9.986,9,9,9,9,14,3,3,3,3,0,0,0,0,2.7633,0.2367,0,0,0,0,3,3,0,0,0.0291,0,-2.014,-11.609
principle-greedy:community-shares-risk,2,6.9426,6,5,5,8,11,3,3,3,3,0,0,0,0,2.1401,0.8599,0,0,2.6185,0,3,3,0,0,0.0952,0,-3.0434,-6.8828
principle-greedy:community-shares-risk,3,4.7619,4,2,3,6,9,3.0042,3,3,3,0.0042,0,0,0,1.7059,1.2941,0,0,4.3457,3.2,3.0042,3,0,0,0.1534,0,-2.1807,-2.4999
principle-greedy:community-shares-risk,4,3.5798,3,0,1,5,8,3.2899,3,3,4,0.2899,0,0,1,1.4412,1.5588,0,0,4.1437,3.2,3.2087,3,0,0,0.23,0,-1.1821,-2.3007
principle-greedy:community-shares-risk,5,2.2325,1,0,0,4,6,3.5924,4,3,4,0.5924,1,0,1,1.0532,1.9468,0,0,3.7392,2.2,2.8417,3,0.0003,0,0.2793,0,-1.3473,-1.8776
principle-greedy:community-shares-risk,6,0.3838,0,0,0,0,1,4.5238,5,4,5,0.5686,1,0,1,1.5924,2.3627,0.021,0.0238,7.7045,6.7,1.7717,1,0.002,0,0.3619,0,-1.8487,3.8701
principle-greedy:community-shares-risk,7,0.3263,0,0,0,0,1,4.5308,5,4,5,0.6611,1,0,1,1.3389,2.5308,0.0476,0.0826,4.3104,3.2,1.6821,1,0.002,0,0.3902,0.0014,-0.0574,-0.3511
principle-greedy:community-shares-risk,8,0.0154,0,0,0,0,0,4.3473,5,3,5,0.6331,1,0,1,1.0896,2.6246,0.0882,0.1975,2.8373,0,0.8768,1,0.0047,0,0.4688,0.0028,-0.3109,-0.6515
principle-greedy:community-shares-risk,9,0.1148,0,0,0,0,0,4.1331,4,2,5,0.6317,1,0,1,0.9986,2.5028,0.1709,0.3277,2.9527,0,1.035,0,0.0034,0,0.4882,0.0238,0.0994,-2.0295
principle-greedy:community-shares-risk,10,0.1359,0,0,0,0,0,3.5322,4,1,5,0.3501,0,0,1,1.0378,2.1443,0.3109,0.507,3.5078,0,1.2017,0,0.0053,0,0.494,0.0756,0.021,-2.2089
principle-greedy:community-shares-risk,11,0.0686,0,0,0,0,0,3.1877,4,1,5,0.3305,0,0,1,0.9202,1.937,0.514,0.6289,5.6017,0,0.6695,0,0.0049,0,0.5189,0.1246,-0.0672,2.997
